sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,source,name
58,1,https://i.imgur.com/JKGRBxu.png,,"1, 2",https://i.imgur.com/2qECaBg.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
59,1,https://i.imgur.com/FpM6SRB.png,,8,https://i.imgur.com/5J7hcjm.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
60,4,https://i.imgur.com/738kyiG.png,,1,https://i.imgur.com/48YUv7P.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,3,https://i.imgur.com/t8VaXOp.png,,2,https://i.imgur.com/OdXBzFt.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,3,https://i.imgur.com/quswJj2.png,,1,https://i.imgur.com/41mXzuU.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/zTV6mMe.png,,"1, 2",https://i.imgur.com/71OS3VU.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,1,https://i.imgur.com/U4uBWPg.png,,"1, 2",https://i.imgur.com/wvnFTrB.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,4,https://i.imgur.com/njldU2L.png,,"1, 2",https://i.imgur.com/6J2IbsB.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,1,https://i.imgur.com/nMRm9Gf.png,,"1, 2",https://i.imgur.com/35XEdfu.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,1,https://i.imgur.com/8viP3SN.png,,2,https://i.imgur.com/16JyQmj.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,3,https://i.imgur.com/Nj86vTB.png,,2,https://i.imgur.com/8VvP6Cz.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
9,4,https://i.imgur.com/FI0kOx8.png,,"1, 2",https://i.imgur.com/B1Ylid7.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,4,https://i.imgur.com/iUCnIT8.png,,2,https://i.imgur.com/GqCngnE.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,3,https://i.imgur.com/1NGii6Q.png,,2,https://i.imgur.com/KYC35HC.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,2,https://i.imgur.com/7uzkI0U.png,,"1, 2",https://i.imgur.com/YIMMDy0.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/WHwN0Qf.png,,"1, 2",https://i.imgur.com/mdmUQoU.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
14,2,https://i.imgur.com/YojT1Eu.png,,1,https://i.imgur.com/zswtHy2.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
15,4,https://i.imgur.com/DXeyXNx.png,,"1, 2",https://i.imgur.com/WviyeI2.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
16,2,https://i.imgur.com/QzAYVZi.png,,"1, 2",https://i.imgur.com/Wb8DOvA.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
17,2,https://i.imgur.com/RQnmsdc.png,,1,https://i.imgur.com/ye99OSS.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
18,3,https://i.imgur.com/YaAFAhx.png,,"1, 2",https://i.imgur.com/I9lRAnL.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
19,2,https://i.imgur.com/CAhJLoE.png,,"1, 2",https://i.imgur.com/G1DHKk5.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
20,2,https://i.imgur.com/JVs1GtK.png,,1,https://i.imgur.com/JZWP01s.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
21,4,https://i.imgur.com/bgNW5UO.png,,1,https://i.imgur.com/yxYyJFA.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
22,3,https://i.imgur.com/SElgxQV.png,,"1, 2",https://i.imgur.com/YCi7Z8d.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
23,4,https://i.imgur.com/2NREs2e.png,,1,https://i.imgur.com/b37eTDg.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
24,4,https://i.imgur.com/K2zo3vN.png,,2,https://i.imgur.com/K2BeQ7P.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
25,2,https://i.imgur.com/PcjhGFV.png,,"1, 2",https://i.imgur.com/LeTPwSS.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
26,2,https://i.imgur.com/jiFVSN4.png,,1,https://i.imgur.com/fxlsoz0.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
27,1,https://i.imgur.com/tCXxoLP.png,,2,https://i.imgur.com/BL4YKMl.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
28,1,https://i.imgur.com/r7ICcHB.png,,"1, 2",https://i.imgur.com/NU2e3fs.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
29,4,https://i.imgur.com/kYoJRp9.png,,"1, 2",https://i.imgur.com/TMdarLL.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,4,https://i.imgur.com/sCAsPsa.png,,1,https://i.imgur.com/cW811cx.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,2,https://i.imgur.com/aCef9a2.png,,1,https://i.imgur.com/3sZ4WRE.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/F3kMytT.png,,"1, 2",https://i.imgur.com/pgCf8Rv.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,2,https://i.imgur.com/P2WGSHE.png,,1,https://i.imgur.com/IlIMScD.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,2,https://i.imgur.com/nXF38Tb.png,,1,https://i.imgur.com/CcITnfb.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,2,https://i.imgur.com/sQBoIgo.png,,2,https://i.imgur.com/ZWpTpbz.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,2,https://i.imgur.com/ia3uVzg.png,,2,https://i.imgur.com/0WRvRtp.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/u8QSo41.png,,"1, 2",https://i.imgur.com/uZPzfFc.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,4,https://i.imgur.com/l2j3uTu.png,,2,https://i.imgur.com/t02dsCi.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,1,https://i.imgur.com/CYjtu6B.png,,"1, 2",https://i.imgur.com/n3geOKj.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,4,https://i.imgur.com/Fytr3my.png,,2,https://i.imgur.com/rvtDtW1.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,4,https://i.imgur.com/gX0O8EE.png,,1,https://i.imgur.com/V8VdkXL.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,3,https://i.imgur.com/IXdGHLN.png,,2,https://i.imgur.com/lT481jK.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
9,4,https://i.imgur.com/wZxZNwp.png,,"1, 2",https://i.imgur.com/8VPCeLc.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,3,https://i.imgur.com/fm0dIWE.png,,"1, 2",https://i.imgur.com/tdf1z17.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,3,https://i.imgur.com/iRdJ8ot.png,,2,https://i.imgur.com/eJt6BWt.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,3,https://i.imgur.com/2INoA83.png,,2,https://i.imgur.com/bnbvSZf.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/5PUd5wX.png,,2,https://i.imgur.com/PgzNXh4.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,4,https://i.imgur.com/ImIPnH4.png,,"1, 2",https://i.imgur.com/RyQNWAH.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,3,https://i.imgur.com/vysQ9N8.png,,"1, 2",https://i.imgur.com/F8bmtCG.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,3,https://i.imgur.com/PTkqGZ8.png,,1,https://i.imgur.com/Ih5CqRk.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,4,https://i.imgur.com/GRj4mwf.png,,"1, 2",https://i.imgur.com/jAoibIy.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,1,https://i.imgur.com/My7runY.png,,"1, 2",https://i.imgur.com/Qr72BHp.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,3,https://i.imgur.com/peaV2lY.png,,2,https://i.imgur.com/w4SpTs6.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,1,https://i.imgur.com/hbKgP39.png,,2,https://i.imgur.com/3NNLT69.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,3,https://i.imgur.com/amHzCtt.png,,2,https://i.imgur.com/o1vFQuY.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,1,https://i.imgur.com/Hv4EGui.png,,2,https://i.imgur.com/qRbq6a3.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/WLBivwx.png,,2,https://i.imgur.com/Nppl6JW.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,1,https://i.imgur.com/P5GAa8Y.png,,2,https://i.imgur.com/HndEgmE.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,1,https://i.imgur.com/qUcYK3E.png,,"1, 2",https://i.imgur.com/PN8DmT8.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,2,https://i.imgur.com/mAGxnYO.png,,2,https://i.imgur.com/K9f2vwg.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,1,https://i.imgur.com/rXpuey0.png,,2,https://i.imgur.com/cXZaOAI.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,1,https://i.imgur.com/2i01zy4.png,,2,https://i.imgur.com/FSSqloZ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/Ib5D6uN.png,,"1, 2",https://i.imgur.com/pSJed8B.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,3,https://i.imgur.com/JKycd9I.png,,2,https://i.imgur.com/OpYeAV5.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/2f6pH70.png,,2,https://i.imgur.com/RPWgzR7.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,2,https://i.imgur.com/3wMwhby.png,,"1, 2",https://i.imgur.com/03WVNc8.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,1,https://i.imgur.com/57O1aov.png,,"1, 2",https://i.imgur.com/tkuugnj.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,4,https://i.imgur.com/G70ZK0N.png,,2,https://i.imgur.com/B4CPjBs.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
9,3,https://i.imgur.com/x2KfAfV.png,,"1, 2",https://i.imgur.com/IMV6Ok9.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,1,https://i.imgur.com/3YRGGzA.png,,"1, 2",https://i.imgur.com/LnWva9U.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,1,https://i.imgur.com/Dz9k8YS.png,,"1, 2",https://i.imgur.com/NTCNOeu.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,2,https://i.imgur.com/2zVs0uC.png,,"1, 2",https://i.imgur.com/YTKxV28.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/bzW3hc3.png,,"1, 2",https://i.imgur.com/UCfGvob.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
14,2,https://i.imgur.com/hFbzDcw.png,,"1, 2",https://i.imgur.com/G2M3H5A.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
15,2,https://i.imgur.com/Ic3Ark8.png,,"1, 2",https://i.imgur.com/uko1eRC.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
16,3,https://i.imgur.com/ouZT3ql.png,,2,https://i.imgur.com/pXxrCtd.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
17,3,https://i.imgur.com/eXscJQq.png,,2,https://i.imgur.com/5XsroZH.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
18,2,https://i.imgur.com/3Oo4OXo.png,,"1, 2",https://i.imgur.com/sZQkaYe.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
19,4,https://i.imgur.com/uLWWDvs.png,,2,https://i.imgur.com/d0yHPJI.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
21,4,https://i.imgur.com/p3Q84Fm.png,,"1, 2",https://i.imgur.com/T8P7Lfs.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
22,1,https://i.imgur.com/Ggo63jR.png,,2,https://i.imgur.com/IdKq090.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
23,4,https://i.imgur.com/ju9fAYn.png,,"1, 2",https://i.imgur.com/UFnMSTJ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
24,3,https://i.imgur.com/SwcfveR.png,,"1, 2",https://i.imgur.com/JFVbSbw.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
25,1,https://i.imgur.com/vHUiw9b.png,,"1, 2",https://i.imgur.com/37ALpgq.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
26,2,https://i.imgur.com/0PMr0WW.png,,2,https://i.imgur.com/fFyt4Im.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
27,2,https://i.imgur.com/TuASKs9.png,,2,https://i.imgur.com/sKgztUS.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
28,3,https://i.imgur.com/Qcwlnjg.png,,2,https://i.imgur.com/svMYO1C.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
29,4,https://i.imgur.com/rUsyhZo.png,,"1, 2",https://i.imgur.com/r9MqdBT.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
30,4,https://i.imgur.com/0xfokSG.png,,"1, 2",https://i.imgur.com/1h1Tp1b.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
31,4,https://i.imgur.com/F64exM9.png,,2,https://i.imgur.com/p5zfuMR.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
32,2,https://i.imgur.com/7GDpwho.png,,"1, 2",https://i.imgur.com/12rkKzz.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
34,2,https://i.imgur.com/Ap970Xx.png,,"1, 2",https://i.imgur.com/vD4vRHg.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,1,https://i.imgur.com/G5BymGv.png,,2,https://i.imgur.com/E4HhSXG.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,4,https://i.imgur.com/hhpMN4O.png,,2,https://i.imgur.com/d8K1Gg5.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/Ijk4gcv.png,,2,https://i.imgur.com/wgYWRUe.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,1,https://i.imgur.com/b20SAyH.png,,"1, 2",https://i.imgur.com/C5lGPCe.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/1ONswoM.png,,2,https://i.imgur.com/zwNKCDp.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,1,https://i.imgur.com/HI8dK6R.png,,2,https://i.imgur.com/L2eFFAO.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,3,https://i.imgur.com/ItTxrxi.png,,2,https://i.imgur.com/OzQKTEU.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,2,https://i.imgur.com/Ghg2Ibk.png,,2,https://i.imgur.com/WxwUHCL.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,4,https://i.imgur.com/lVf5z3N.png,,2,https://i.imgur.com/tXfqBYD.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,1,https://i.imgur.com/HpIxtAt.png,,2,https://i.imgur.com/CPy8tSX.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,2,https://i.imgur.com/oMgA14W.png,,2,https://i.imgur.com/2KXbvai.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,1,https://i.imgur.com/YTYGEkB.png,,2,https://i.imgur.com/UOjfn61.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,2,https://i.imgur.com/FOaoVxp.png,,2,https://i.imgur.com/FRa8RgM.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,2,https://i.imgur.com/qDgIWtA.png,,2,https://i.imgur.com/5stVTnC.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,3,https://i.imgur.com/syYRLUR.png,,2,https://i.imgur.com/5QdK5wx.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,2,https://i.imgur.com/piYAZDi.png,,2,https://i.imgur.com/mcGFzM9.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/JFIiKb3.png,,2,https://i.imgur.com/faZU3rI.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,3,https://i.imgur.com/vyfcTaC.png,,2,https://i.imgur.com/BHsbs7z.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,2,https://i.imgur.com/jX9p8qj.png,,2,https://i.imgur.com/WGs4bLu.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,1,https://i.imgur.com/CiVscJ4.png,,1,https://i.imgur.com/iyAIJay.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,4,https://i.imgur.com/Kaxd6Cv.png,,1,https://i.imgur.com/5nAWvfP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/ckCxBzQ.png,,2,https://i.imgur.com/lPgW800.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,4,https://i.imgur.com/9FsSjZx.png,,2,https://i.imgur.com/nkDhSNJ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,4,https://i.imgur.com/t284ADQ.png,,2,https://i.imgur.com/lsNpbIv.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,2,https://i.imgur.com/oMB6ytQ.png,,"1, 2",https://i.imgur.com/OqPDjkG.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,4,https://i.imgur.com/gSEekfe.png,,2,https://i.imgur.com/k8X6tux.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
9,3,https://i.imgur.com/hlnfT09.png,,2,https://i.imgur.com/CBvTP8I.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,2,https://i.imgur.com/avhhipw.png,,2,https://i.imgur.com/EwFf6GZ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,1,https://i.imgur.com/PBYyJAL.png,,2,https://i.imgur.com/Gg7m0PP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,4,https://i.imgur.com/wGoQvjR.png,,1,https://i.imgur.com/ot5SFmc.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,1,https://i.imgur.com/nlgoV2m.png,,1,https://i.imgur.com/7lDNJOg.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
14,3,https://i.imgur.com/iYahEgG.png,,1,https://i.imgur.com/HWY63uM.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
15,4,https://i.imgur.com/ypSGVbW.png,,"1, 2",https://i.imgur.com/GbQtmIF.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
16,2,https://i.imgur.com/UevN1jj.png,,1,https://i.imgur.com/N6ouyan.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
17,2,https://i.imgur.com/9Q4UeHu.png,,2,https://i.imgur.com/nZLpdBE.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,1,https://i.imgur.com/beiS0cd.png,,1,https://i.imgur.com/0knk7dV.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,3,https://i.imgur.com/ooWWZds.png,,"1, 2",https://i.imgur.com/D7dHVVP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/5KdJlU0.png,,2,https://i.imgur.com/SYdPVzc.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,4,https://i.imgur.com/pzCZUEz.png,,1,https://i.imgur.com/SF4lrBl.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/wzMrigu.png,,2,https://i.imgur.com/O83eo6E.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,4,https://i.imgur.com/p9kvRHT.png,,1,https://i.imgur.com/M4PpWiP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,3,https://i.imgur.com/RKQh8sk.png,,2,https://i.imgur.com/ny7CSca.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,2,https://i.imgur.com/tTBlW0j.png,,1,https://i.imgur.com/rAYR2ve.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
9,1,https://i.imgur.com/HLfaxZG.png,,"1, 2",https://i.imgur.com/x967uNv.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,3,https://i.imgur.com/VyX9IIu.png,,2,https://i.imgur.com/BCvQbpP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,4,https://i.imgur.com/MVdWxcw.png,,2,https://i.imgur.com/sqXlmk9.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,3,https://i.imgur.com/BdXPsxy.png,,2,https://i.imgur.com/CRjSY2E.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/Fxs0N8g.png,,2,https://i.imgur.com/xeRl2Mc.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
14,3,https://i.imgur.com/Wi7Uf2v.png,,"1, 2",https://i.imgur.com/xPj3U4l.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
15,2,https://i.imgur.com/UQ3wvip.png,,2,https://i.imgur.com/p8grTTY.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
16,3,https://i.imgur.com/ddlMKFV.png,,2,https://i.imgur.com/dSuCKRa.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
17,1,https://i.imgur.com/ZIdQxPi.png,,"1, 2",https://i.imgur.com/ewIl3gM.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
18,3,https://i.imgur.com/XOfIa6k.png,,1,https://i.imgur.com/fPmERbJ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
19,4,https://i.imgur.com/MIqHKaq.png,,"1, 2",https://i.imgur.com/IY0a9bm.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
20,3,https://i.imgur.com/j09PPZz.png,,1,https://i.imgur.com/CublYJP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
21,1,https://i.imgur.com/mxlctQ0.png,,2,https://i.imgur.com/j9Qvsvi.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
22,1,https://i.imgur.com/O146ne3.png,,2,https://i.imgur.com/IwcjpVa.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
23,2,https://i.imgur.com/sIq69mC.png,,2,https://i.imgur.com/Yu880VX.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
24,2,https://i.imgur.com/aI2s5xB.png,,1,https://i.imgur.com/KNM31rF.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
25,1,https://i.imgur.com/9BBVB9x.png,,2,https://i.imgur.com/ZyTUPPp.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
26,4,https://i.imgur.com/to9hNDN.png,,2,https://i.imgur.com/IziQLzS.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
27,3,https://i.imgur.com/fMIDv5G.png,,1,https://i.imgur.com/dwkbnm4.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
28,1,https://i.imgur.com/6k0tCxu.png,,2,https://i.imgur.com/BZc8tyK.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
29,1,https://i.imgur.com/J0RcZBw.png,,2,https://i.imgur.com/0m9E0vd.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
30,3,https://i.imgur.com/7F70Qws.png,,2,https://i.imgur.com/IYWQSzS.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
31,3,https://i.imgur.com/mcyZ9Nu.png,,2,https://i.imgur.com/yQ0g0V7.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
32,2,https://i.imgur.com/b3TlMqC.png,,1,https://i.imgur.com/kgl1YrY.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
