sl.no.,correct,QuestionLink,direction,explanation,section_type,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,sl. No.
407,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (09).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
408,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (10).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
409,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (11).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
410,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (12).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
411,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (13).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (13).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
412,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (14).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (14).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
413,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (15).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (15).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
414,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (16).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (16).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
415,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (17).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (17).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
416,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (18).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (18).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
417,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (19).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (19).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
418,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (20).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (20).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
419,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (21).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (21).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
420,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (22).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (22).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
421,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (23).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (23).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
422,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (24).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (24).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
424,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (26).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (26).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
425,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (27).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (27).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
426,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (28).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (28).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
427,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (29).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (29).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
428,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (30).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (30).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
429,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (31).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (31).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
430,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (32).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (32).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
431,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (33).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (33).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
432,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (34).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (34).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
433,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (35).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (35).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
434,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (36).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (36).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
435,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (37).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (37).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
436,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (38).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (38).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
437,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (39).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (39).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
438,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (40).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (40).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
439,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (41).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (41).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
440,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (42).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (42).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
441,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (43).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (43).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
442,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (44).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (44).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
443,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (45).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (45).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
444,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (46).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (46).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
445,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (47).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (47).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
446,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (48).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (48).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
447,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (49).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (49).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
448,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (50).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (50).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
449,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (51).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (51).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
450,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (52).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (52).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
451,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (53).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (53).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
452,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (54).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (54).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
453,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (55).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (55).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
454,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (56).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (56).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
455,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (57).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (57).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
456,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (58).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (58).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
457,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (59).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (59).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
458,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (60).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (60).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
459,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (61).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (61).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
460,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (62).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (62).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
461,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (63).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (63).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
462,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (64).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (64).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
463,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (65).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (65).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
464,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (66).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (66).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
465,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (67).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (67).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
466,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (68).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (68).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
467,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (69).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (69).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
468,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (70).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (70).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
469,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (71).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (71).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
470,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (72).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (72).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
471,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (73).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (73).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
472,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (74).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (74).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
473,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (75).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (75).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
474,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (76).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (76).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
475,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (77).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (77).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
476,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (78).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (78).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
477,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (79).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (79).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
478,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (80).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (80).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
479,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (81).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (81).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
480,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (82).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (82).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
481,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (83).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (83).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
482,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (84).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (84).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
483,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (85).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (85).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
484,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (86).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (86).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
485,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (87).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (87).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
486,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (88).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (88).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
487,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (89).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (89).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
488,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (90).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (90).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
489,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (91).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (91).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
490,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (92).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (92).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
491,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (93).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (93).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
492,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (94).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (94).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
493,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (95).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (95).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
494,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (96).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (96).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
495,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (97).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (97).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
496,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (98).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (98).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
497,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/5 (99).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/5 (99).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
498,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (01).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
499,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (02).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
500,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (03).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
501,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (04).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
502,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (05).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
503,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (06).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (06).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
504,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (07).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (07).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
505,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (08).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (08).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
506,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (09).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
507,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (10).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
508,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (11).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
509,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (12).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
510,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (13).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (13).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
512,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (14).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (14).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
513,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (15).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (15).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
514,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (16).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (16).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
515,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (17).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (17).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
516,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (18).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (18).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
517,3,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (19).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (19).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
518,1,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 ques/6 (20).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 12 sol/6 (20).png,GK,12.1,,,A,B,C,D,,RRB,Bi,Kiran,Biology,
1,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 13 ques/1 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 13 sol/1 (01).png,GK,13.1,,,A,B,C,D,,RRB,Bi,Kiran,Computer & IT,
2,4,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 13 ques/1 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 13 sol/1 (02).png,GK,13.1,,,A,B,C,D,,RRB,Bi,Kiran,Computer & IT,
3,2,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 13 ques/1 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrb gk ch 13 sol/1 (03).png,GK,13.1,,,A,B,C,D,,RRB,Bi,Kiran,Computer & IT,
