sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,Unnamed: 18,Unnamed: 19
103,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (04).png,,,Maths_IIT,16.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
104,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (05).png,,,Maths_IIT,16.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
105,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (06).png,,,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
106,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (07).png,,,Maths_IIT,16.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
107,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (08).png,,,Maths_IIT,16.1,2,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
1,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (01).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (01).png,Maths_IIT,25.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
2,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (02).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (02).png,Maths_IIT,25.1,10,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
3,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (03).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (03).png,Maths_IIT,25.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
4,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (04).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (04).png,Maths_IIT,25.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
5,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (05).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (05).png,Maths_IIT,25.1,11,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
6,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (06).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (06).png,Maths_IIT,25.1,11,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
7,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (07).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (07).png,Maths_IIT,25.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
9,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (09).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (09).png,Maths_IIT,25.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
10,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (10).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (10).png,Maths_IIT,25.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
11,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (11).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (11).png,Maths_IIT,25.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
12,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (12).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (12).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
13,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (13).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (13).png,Maths_IIT,25.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
14,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (14).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (14).png,Maths_IIT,25.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
15,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (15).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (15).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
16,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (16).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (16).png,Maths_IIT,25.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
18,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (18).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (18).png,Maths_IIT,25.1,5,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
19,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (19).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (19).png,Maths_IIT,25.1,11,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
20,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (20).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (20).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
21,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (21).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (21).png,Maths_IIT,25.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
22,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (22).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (22).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
23,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (23).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (23).png,Maths_IIT,25.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
24,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (24).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (24).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
25,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (25).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (25).png,Maths_IIT,25.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
26,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (26).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (26).png,Maths_IIT,25.1,2,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
27,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (27).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (27).png,Maths_IIT,25.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
28,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (28).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (28).png,Maths_IIT,25.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
29,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (29).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (29).png,Maths_IIT,25.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
30,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (30).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (30).png,Maths_IIT,25.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
31,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (31).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (31).png,Maths_IIT,25.1,2,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
32,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (32).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (32).png,Maths_IIT,25.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
33,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (33).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (33).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
34,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (34).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (34).png,Maths_IIT,25.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
35,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (35).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (35).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
36,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (36).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (36).png,Maths_IIT,25.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
38,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (38).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (38).png,Maths_IIT,25.1,2,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
39,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (39).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (39).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
40,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (40).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (40).png,Maths_IIT,25.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
41,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (41).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (41).png,Maths_IIT,25.1,6,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
42,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (42).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (42).png,Maths_IIT,25.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
43,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (43).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (43).png,Maths_IIT,25.1,2,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
44,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (44).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (44).png,Maths_IIT,25.1,6,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
45,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (45).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (45).png,Maths_IIT,25.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
46,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (46).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (46).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
47,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (47).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (47).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
48,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (48).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (48).png,Maths_IIT,25.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
49,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (49).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (49).png,Maths_IIT,25.1,5,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
50,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (50).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (50).png,Maths_IIT,25.1,6,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
51,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (51).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (51).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
52,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (52).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (52).png,Maths_IIT,25.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
53,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 ques/1 (53).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 25 SOL/1 (53).png,Maths_IIT,25.1,6,M,A,B,C,D,,JEE,Eng,WileyBrand,Vector Algebra,,
1,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (01).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (01).png,Maths_IIT,26.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
2,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (02).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (02).png,Maths_IIT,26.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
3,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (03).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (03).png,Maths_IIT,26.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
4,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (04).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (04).png,Maths_IIT,26.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
5,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (05).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (05).png,Maths_IIT,26.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
6,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (06).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (06).png,Maths_IIT,26.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
8,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (08).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (08).png,Maths_IIT,26.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
9,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (09).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (09).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
10,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (10).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (10).png,Maths_IIT,26.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
11,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (11).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (11).png,Maths_IIT,26.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
12,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (12).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (12).png,Maths_IIT,26.1,11,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
13,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (13).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (13).png,Maths_IIT,26.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
14,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (14).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (14).png,Maths_IIT,26.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
15,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (15).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (15).png,Maths_IIT,26.1,11,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
16,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (16).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (16).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
17,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (17).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (17).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
19,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (19).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (19).png,Maths_IIT,26.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
20,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (20).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (20).png,Maths_IIT,26.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
21,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (21).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (21).png,Maths_IIT,26.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
22,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (22).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (22).png,Maths_IIT,26.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
23,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (23).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (23).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
24,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (24).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (24).png,Maths_IIT,26.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
25,"a,b",https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (25).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (25).png,Maths_IIT,26.1,1,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
26,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (26).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (26).png,Maths_IIT,26.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
27,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (27).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (27).png,Maths_IIT,26.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
28,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (28).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (28).png,Maths_IIT,26.1,9,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
29,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (29).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (29).png,Maths_IIT,26.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
30,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (30).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (30).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
31,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (31).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (31).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
32,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (32).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (32).png,Maths_IIT,26.1,1,D,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
34,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (34).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (34).png,Maths_IIT,26.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
35,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (35).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (35).png,Maths_IIT,26.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
36,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (36).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (36).png,Maths_IIT,26.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
37,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (37).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (37).png,Maths_IIT,26.1,1,D,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
38,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (38).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (38).png,Maths_IIT,26.1,1,D,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
