sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
87,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (06).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (08).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
88,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (07).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan236 (01).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
89,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (08).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan236 (02).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
90,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan211 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan236 (03).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
91,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan211 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan236 (04).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
92,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan211 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan236 (05).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
93,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan211 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan236 (06).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
94,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan212 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan237 (01).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
95,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan212 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan237 (02).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
96,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan212 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan237 (03).png,Chemistry_NEET,4.1,2,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
1,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (02).png,Chemistry_NEET,1.1,1,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
2,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (03).png,Chemistry_NEET,1.1,1,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
3,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (04).png,Chemistry_NEET,1.1,1,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
4,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (05).png,Chemistry_NEET,1.1,1,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
5,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (06).png,Chemistry_NEET,1.1,1,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
6,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (07).png,Chemistry_NEET,1.1,1,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
7,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (08).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (08).png,Chemistry_NEET,1.1,1,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
8,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (09).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (09).png,Chemistry_NEET,1.1,1,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
9,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan21 (10).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (10).png,Chemistry_NEET,1.1,1,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
10,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan22 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (11).png,Chemistry_NEET,1.1,1,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
11,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan22 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan01 (12).png,Chemistry_NEET,1.1,1,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
12,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan22 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan02 (01).png,Chemistry_NEET,1.1,1,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
13,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan22 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan02 (02).png,Chemistry_NEET,1.1,1,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
14,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan23 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan02 (03).png,Chemistry_NEET,1.1,1,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
15,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan23 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan02 (04).png,Chemistry_NEET,1.1,1,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
16,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan03 (01).png,Chemistry_NEET,1.1,2,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
17,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan03 (02).png,Chemistry_NEET,1.1,2,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
18,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan03 (03).png,Chemistry_NEET,1.1,2,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
19,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan03 (04).png,Chemistry_NEET,1.1,2,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
20,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan03 (05).png,Chemistry_NEET,1.1,2,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
21,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (06).png,,,Chemistry_NEET,1.1,2,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
22,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan24 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan04 (01).png,Chemistry_NEET,1.1,2,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
23,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan04 (02).png,Chemistry_NEET,1.1,2,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
24,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (01).png,Chemistry_NEET,1.1,2,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
25,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (02).png,Chemistry_NEET,1.1,2,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
26,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (03).png,Chemistry_NEET,1.1,2,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
27,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (04).png,Chemistry_NEET,1.1,2,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
28,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (05).png,Chemistry_NEET,1.1,2,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
29,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan25 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (06).png,Chemistry_NEET,1.1,3,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
30,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan26 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (08).png,Chemistry_NEET,1.1,3,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
31,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan26 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (09).png,Chemistry_NEET,1.1,3,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
32,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan26 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan05 (10).png,Chemistry_NEET,1.1,3,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
33,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan26 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan06 (01).png,Chemistry_NEET,1.1,3,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
34,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan26 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan06 (02).png,Chemistry_NEET,1.1,3,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
35,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan26 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan06 (03).png,Chemistry_NEET,1.1,3,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
36,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan27 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan06 (04).png,Chemistry_NEET,1.1,3,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
37,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan27 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan06 (05).png,Chemistry_NEET,1.1,3,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
38,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan27 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan07 (01).png,Chemistry_NEET,1.1,4,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
39,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan27 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan07 (02).png,Chemistry_NEET,1.1,4,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
40,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan27 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan07 (03).png,Chemistry_NEET,1.1,4,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
41,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan27 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan07 (04).png,Chemistry_NEET,1.1,4,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
42,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (01).png,,,Chemistry_NEET,1.1,4,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
43,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan08 (01).png,Chemistry_NEET,1.1,4,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
44,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan08 (02).png,Chemistry_NEET,1.1,4,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
45,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan08 (03).png,Chemistry_NEET,1.1,4,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
46,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan08 (04).png,Chemistry_NEET,1.1,4,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
47,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan08 (05).png,Chemistry_NEET,1.1,4,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
48,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan28 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan09 (01).png,Chemistry_NEET,1.1,4,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
49,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan29 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan09 (02).png,Chemistry_NEET,1.1,4,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
50,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan29 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan09 (03).png,Chemistry_NEET,1.1,4,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
51,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan29 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan09 (04).png,Chemistry_NEET,1.1,2,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
52,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan30 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan10 (01).png,Chemistry_NEET,1.1,3,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
53,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan30 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan10 (02).png,Chemistry_NEET,1.1,5,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
54,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan30 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (01).png,Chemistry_NEET,1.1,5,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
55,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan30 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (02).png,Chemistry_NEET,1.1,5,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
56,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan30 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (03).png,Chemistry_NEET,1.1,5,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
57,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (04).png,Chemistry_NEET,1.1,5,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
58,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (05).png,Chemistry_NEET,1.1,5,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
59,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (06).png,Chemistry_NEET,1.1,5,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
60,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (07).png,Chemistry_NEET,1.1,5,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
61,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (08).png,Chemistry_NEET,1.1,5,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
62,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (09).png,Chemistry_NEET,1.1,5,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
63,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (10).png,Chemistry_NEET,1.1,5,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
64,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan31 (08).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (11).png,Chemistry_NEET,1.1,5,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
65,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan32 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (12).png,Chemistry_NEET,1.1,5,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
66,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan32 (02).png,,,Chemistry_NEET,1.1,5,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
67,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan32 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (13).png,Chemistry_NEET,1.1,5,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
68,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan32 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (14).png,Chemistry_NEET,1.1,6,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
69,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (15).png,Chemistry_NEET,1.1,6,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
70,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (16).png,Chemistry_NEET,1.1,6,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
71,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (17).png,Chemistry_NEET,1.1,6,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
72,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (18).png,Chemistry_NEET,1.1,6,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
73,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan11 (19).png,Chemistry_NEET,1.1,6,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
74,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (01).png,Chemistry_NEET,1.1,6,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
75,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (02).png,Chemistry_NEET,1.1,6,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
76,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (08).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (03).png,Chemistry_NEET,1.1,6,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
77,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan33 (09).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (04).png,Chemistry_NEET,1.1,6,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
78,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (05).png,Chemistry_NEET,1.1,6,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
79,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (06).png,Chemistry_NEET,1.1,6,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
80,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (07).png,Chemistry_NEET,1.1,7,M,B,B,C,D,,JEE,Eng,LL,Stoichiometry
81,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (08).png,Chemistry_NEET,1.1,7,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
82,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (09).png,Chemistry_NEET,1.1,7,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
83,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan12 (10).png,Chemistry_NEET,1.1,7,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
84,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan34 (07).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (01).png,Chemistry_NEET,1.1,7,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
85,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (02).png,Chemistry_NEET,1.1,7,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
86,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (03).png,Chemistry_NEET,1.1,7,D,B,B,C,D,,JEE,Eng,LL,Stoichiometry
87,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (03).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (04).png,Chemistry_NEET,1.1,7,D,A,B,C,D,,JEE,Eng,LL,Stoichiometry
88,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (04).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (05).png,Chemistry_NEET,1.1,7,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
89,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (05).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (06).png,Chemistry_NEET,1.1,7,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
90,c,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (06).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan13 (07).png,Chemistry_NEET,1.1,7,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
91,a,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (07).png,,,Chemistry_NEET,1.1,7,E,A,B,C,D,,JEE,Eng,LL,Stoichiometry
92,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan35 (08).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan14 (01).png,Chemistry_NEET,1.1,7,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
93,b,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan36 (01).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan14 (02).png,Chemistry_NEET,1.1,7,M,A,B,C,D,,JEE,Eng,LL,Stoichiometry
94,d,https://s3.amazonaws.com/chemistryiit/stoichoimetrytiny/scan36 (02).png,,https://s3.amazonaws.com/chemistryiit/stoichoimetrysolutiontiny/scan14 (03).png,Chemistry_NEET,1.1,7,E,B,B,C,D,,JEE,Eng,LL,Stoichiometry
